,user_id,login_time,login_place,省,市
362973,用户38405,2020-05-20 03:44:49,中国广东揭阳,广东,揭阳
362974,用户38405,2020-05-23 05:27:07,中国广东肇庆,广东,肇庆
362980,用户38406,2020-04-24 17:29:35,中国广东汕头,广东,汕头
363011,用户38407,2020-04-24 17:35:10,中国广东茂名,广东,茂名
363044,用户38408,2020-04-24 22:05:04,中国陕西安康,陕西,安康
363046,用户38408,2020-04-28 14:18:18,中国陕西西安,陕西,西安
363058,用户38408,2020-05-18 10:00:53,中国湖北武汉,湖北,武汉
363059,用户38408,2020-05-20 22:36:05,中国重庆,重庆,
363061,用户38408,2020-05-21 08:52:22,中国陕西渭南,陕西,渭南
363063,用户38408,2020-05-21 22:50:25,中国广东汕头,广东,汕头
363064,用户38408,2020-05-22 10:14:07,中国广东,广东,
363066,用户38408,2020-05-24 18:19:23,中国河南洛阳,河南,洛阳
363071,用户38408,2020-06-08 19:26:41,中国陕西,陕西,
363072,用户38409,2020-04-24 21:25:29,中国广东深圳,广东,深圳
363073,用户38410,2020-04-24 17:12:59,中国广东珠海,广东,珠海
363074,用户38410,2020-04-27 09:25:53,中国广东,广东,
363098,用户38410,2020-05-17 11:53:55,中国广东广州,广东,广州
363102,用户38410,2020-05-18 20:38:20,中国广东东莞,广东,东莞
363116,用户38411,2020-04-24 18:13:50,中国广东,广东,
363117,用户38411,2020-04-27 06:21:50,中国广东茂名,广东,茂名
363148,用户38412,2020-04-24 17:42:33,中国广东广州,广东,广州
363180,用户38413,2020-04-24 17:29:49,中国广东广州,广东,广州
363193,用户38413,2020-05-05 09:21:23,中国香港,香港,
363203,用户38415,2020-04-24 17:33:19,中国广东广州,广东,广州
363230,用户38416,2020-04-27 17:02:31,中国重庆,重庆,
363247,用户38417,2020-04-27 09:30:25,中国江苏淮安,江苏,淮安
363248,用户38417,2020-04-27 19:45:02,中国江苏,江苏,
363257,用户38420,2020-04-27 23:24:37,中国广东湛江,广东,湛江
363258,用户38421,2020-04-27 08:19:17,中国河北秦皇岛,河北,秦皇岛
363275,用户38421,2020-05-06 07:18:50,中国河北,河北,
363290,用户38422,2020-04-24 17:34:37,中国广东江门,广东,江门
363291,用户38422,2020-06-10 17:41:27,中国广东湛江,广东,湛江
363293,用户38423,2020-04-24 17:37:08,中国广东广州,广东,广州
363300,用户38424,2020-04-24 18:25:17,中国浙江台州,浙江,台州
363301,用户38425,2020-04-24 18:59:01,中国浙江,浙江,
363303,用户38426,2020-04-24 19:04:18,中国北京,北京,
363304,用户38427,2020-04-24 19:04:33,中国广东,广东,
363305,用户38427,2020-04-28 11:25:46,中国广东深圳,广东,深圳
363314,用户38428,2020-04-24 19:40:12,中国浙江温州,浙江,温州
363317,用户38429,2020-04-24 19:44:34,中国广西柳州,广西,柳州
363318,用户38430,2020-04-24 20:10:28,中国广东深圳,广东,深圳
363319,用户38431,2020-04-24 20:20:25,中国山东青岛,山东,青岛
363330,用户38432,2020-04-24 20:22:17,中国湖南长沙,湖南,长沙
363333,用户38433,2020-04-24 20:26:31,中国安徽,安徽,
363335,用户38434,2020-04-24 20:44:20,中国江西赣州,江西,赣州
363338,用户38434,2020-05-18 11:12:59,中国江西,江西,
363339,用户38435,2020-04-24 20:46:41,中国贵州,贵州,
363347,用户38436,2020-04-24 20:52:06,中国福建泉州,福建,泉州
363348,用户38437,2020-04-24 21:08:14,中国内蒙古,内蒙古,
363352,用户38438,2020-04-24 21:20:02,中国广东,广东,
363353,用户38439,2020-04-24 21:30:56,中国上海,上海,
363357,用户38440,2020-04-24 22:02:25,中国天津,天津,
363358,用户38441,2020-04-24 22:16:35,中国广东湛江,广东,湛江
363359,用户38442,2020-04-24 22:30:32,中国广东潮州,广东,潮州
363366,用户38443,2020-04-24 22:39:41,中国湖北荆州,湖北,荆州
363377,用户38444,2020-04-24 23:19:37,中国安徽阜阳,安徽,阜阳
363378,用户38445,2020-04-24 23:48:46,中国,,
363379,用户38446,2020-04-25 01:05:52,中国广东江门,广东,江门
363381,用户38446,2020-04-28 11:53:41,中国广东,广东,
363385,用户38447,2020-04-25 08:02:21,中国河南濮阳,河南,濮阳
363386,用户38448,2020-04-25 08:31:19,中国河北邢台,河北,邢台
363388,用户38449,2020-04-25 08:38:44,中国江西鹰潭,江西,鹰潭
363396,用户38450,2020-04-25 08:55:39,中国甘肃平凉,甘肃,平凉
363406,用户38451,2020-04-25 09:33:30,中国山东,山东,
363407,用户38452,2020-04-25 09:42:33,中国江西南昌,江西,南昌
363408,用户38453,2020-04-25 09:44:14,中国江苏,江苏,
363409,用户38453,2020-04-28 21:35:26,中国河南郑州,河南,郑州
363411,用户38454,2020-04-25 09:48:33,中国上海,上海,
363416,用户38455,2020-04-25 10:02:39,中国河北沧州,河北,沧州
363417,用户38456,2020-04-25 10:11:16,中国山西长治,山西,长治
363419,用户38457,2020-04-25 10:20:53,中国山西朔州,山西,朔州
363422,用户38458,2020-04-25 10:26:57,中国广东揭阳,广东,揭阳
363433,用户38459,2020-04-25 10:29:06,中国黑龙江哈尔滨,黑龙江,哈尔滨
363434,用户38460,2020-04-25 10:29:36,中国四川内江,四川,内江
363435,用户38461,2020-04-25 10:49:30,中国广东茂名,广东,茂名
363444,用户38462,2020-04-25 11:00:47,中国新疆阿克苏地区,新疆,阿克苏地区
363445,用户38463,2020-04-25 11:05:34,中国河北唐山,河北,唐山
363446,用户38464,2020-04-25 11:06:14,中国广东汕头,广东,汕头
363449,用户38465,2020-04-25 11:06:52,中国广东,广东,
363456,用户38466,2020-04-25 11:12:04,中国湖北,湖北,
363460,用户38467,2020-04-25 11:36:33,中国宁夏,宁夏,
363461,用户38467,2020-04-25 18:55:23,中国宁夏银川,宁夏,银川
363462,用户38468,2020-04-25 11:42:51,中国福建福州,福建,福州
363463,用户38469,2020-04-25 11:49:11,中国广东湛江,广东,湛江
363476,用户38470,2020-04-25 11:50:04,中国江苏盐城,江苏,盐城
363483,用户38471,2020-04-25 11:52:22,中国广东江门,广东,江门
363484,用户38471,2020-05-01 10:02:52,中国广东,广东,
363489,用户38472,2020-04-25 12:06:20,中国广东深圳,广东,深圳
363490,用户38473,2020-04-25 12:08:20,中国辽宁大连,辽宁,大连
363496,用户38473,2020-05-04 15:09:35,中国辽宁丹东,辽宁,丹东
363502,用户38474,2020-04-25 12:11:59,中国广东广州,广东,广州
363504,用户38475,2020-04-25 12:19:33,中国上海,上海,
363505,用户38476,2020-04-25 12:42:18,中国天津,天津,
363506,用户38477,2020-04-25 13:20:02,中国贵州毕节,贵州,毕节
363507,用户38477,2020-04-25 17:48:26,中国贵州,贵州,
363508,用户38478,2020-04-25 13:34:18,中国广东梅州,广东,梅州
363512,用户38479,2020-04-25 13:56:42,中国广东,广东,
363516,用户38479,2020-04-29 16:58:35,中国广东佛山,广东,佛山
363521,用户38480,2020-04-25 13:59:11,中国广西,广西,
363522,用户38481,2020-04-25 14:01:28,中国广东揭阳,广东,揭阳
363524,用户38482,2020-04-25 15:01:17,中国江苏泰州,江苏,泰州
363536,用户38483,2020-04-25 15:32:27,中国广东河源,广东,河源
363539,用户38484,2020-04-25 15:42:10,中国浙江杭州,浙江,杭州
363540,用户38485,2020-04-25 15:53:40,中国江苏连云港,江苏,连云港
363541,用户38486,2020-04-25 15:55:26,中国黑龙江,黑龙江,
363542,用户38487,2020-04-25 16:06:37,中国湖南湘潭,湖南,湘潭
363544,用户38488,2020-04-25 16:12:16,中国陕西渭南,陕西,渭南
363547,用户38489,2020-04-25 16:21:49,中国河北石家庄,河北,石家庄
363548,用户38490,2020-04-25 16:24:02,中国湖北,湖北,
363549,用户38491,2020-04-25 16:34:13,中国北京,北京,
363559,用户38492,2020-04-25 16:35:54,中国上海,上海,
363566,用户38493,2020-04-25 16:40:22,中国河北秦皇岛,河北,秦皇岛
363577,用户38493,2020-05-02 14:08:47,中国河北,河北,
363584,用户38494,2020-04-25 16:59:37,中国江苏,江苏,
363585,用户38494,2020-04-26 10:47:02,中国江苏南京,江苏,南京
363592,用户38495,2020-04-25 17:11:17,中国山东泰安,山东,泰安
363614,用户38495,2020-05-12 16:41:22,中国湖北武汉,湖北,武汉
363620,用户38495,2020-05-19 11:22:29,中国山东济南,山东,济南
363638,用户38496,2020-04-25 17:11:40,中国江苏南京,江苏,南京
363639,用户38497,2020-04-25 17:30:59,中国广东肇庆,广东,肇庆
363642,用户38498,2020-04-25 17:39:22,中国山东德州,山东,德州
363653,用户38499,2020-04-25 17:44:31,中国云南红河哈尼族彝族自治州,云南,红河哈尼族彝族自治州
363654,用户38500,2020-04-25 17:46:40,中国广东深圳,广东,深圳
363655,用户38501,2020-04-25 18:07:50,中国湖北孝感,湖北,孝感
363656,用户38502,2020-04-25 18:09:48,中国贵州毕节,贵州,毕节
363657,用户38503,2020-04-25 18:29:23,中国广东广州,广东,广州
363659,用户38504,2020-04-25 18:47:19,中国安徽黄山,安徽,黄山
363663,用户38504,2020-05-04 22:01:17,中国,,
363664,用户38504,2020-05-05 11:12:49,中国安徽淮南,安徽,淮南
363666,用户38505,2020-04-25 19:04:36,中国浙江杭州,浙江,杭州
363667,用户38506,2020-04-25 19:14:46,中国四川眉山,四川,眉山
363674,用户38507,2020-04-25 22:04:19,中国河南郑州,河南,郑州
363678,用户38508,2020-04-25 19:25:39,中国浙江绍兴,浙江,绍兴
363680,用户38509,2020-04-25 19:27:12,中国贵州黔南布依族苗族自治州,贵州,黔南布依族苗族自治州
363682,用户38510,2020-04-25 19:28:22,中国广东潮州,广东,潮州
363691,用户38511,2020-04-25 19:29:13,中国江苏南京,江苏,南京
363693,用户38512,2020-04-25 19:36:30,中国广东江门,广东,江门
363696,用户38512,2020-04-28 17:51:11,中国广东,广东,
363698,用户38513,2020-04-25 19:37:06,中国四川遂宁,四川,遂宁
363705,用户38514,2020-04-25 19:47:44,中国四川广安,四川,广安
363706,用户38515,2020-04-25 19:53:05,中国广东阳江,广东,阳江
363749,用户38516,2020-04-25 19:55:51,中国广东潮州,广东,潮州
363763,用户38516,2020-04-28 12:59:35,中国广东,广东,
363770,用户38516,2020-05-01 15:51:38,中国广东汕头,广东,汕头
363785,用户38517,2020-04-25 19:59:03,中国河南信阳,河南,信阳
363786,用户38518,2020-04-25 20:01:15,中国广西钦州,广西,钦州
363787,用户38518,2020-04-29 23:10:00,中国广西柳州,广西,柳州
363788,用户38519,2020-04-25 20:02:03,中国广东揭阳,广东,揭阳
363810,用户38520,2020-04-25 20:13:50,中国广东东莞,广东,东莞
363812,用户38521,2020-04-25 20:09:48,中国广东湛江,广东,湛江
363848,用户38522,2020-04-25 20:10:49,中国江西赣州,江西,赣州
363849,用户38523,2020-04-25 20:10:59,中国吉林吉林市,吉林,吉林市
363850,用户38524,2020-04-25 20:13:07,中国广西,广西,
363851,用户38524,2020-05-27 16:10:48,中国广西南宁,广西,南宁
363859,用户38525,2020-04-25 20:18:09,中国,,
363860,用户38526,2020-04-25 20:23:53,中国广东,广东,
363861,用户38527,2020-04-25 20:24:46,中国江苏南京,江苏,南京
363863,用户38528,2020-04-25 20:25:32,中国湖北,湖北,
363864,用户38529,2020-04-25 20:27:44,中国贵州,贵州,
363865,用户38529,2020-05-04 23:35:25,中国贵州黔南布依族苗族自治州,贵州,黔南布依族苗族自治州
363866,用户38530,2020-04-25 20:29:18,中国浙江丽水,浙江,丽水
363868,用户38531,2020-04-25 20:31:38,中国四川内江,四川,内江
363869,用户38532,2020-04-25 20:48:12,中国山东泰安,山东,泰安
363871,用户38533,2020-04-25 20:50:30,中国辽宁,辽宁,
363872,用户38534,2020-04-25 21:18:19,中国江苏淮安,江苏,淮安
363876,用户38535,2020-04-25 21:27:04,中国甘肃天水,甘肃,天水
363877,用户38536,2020-04-25 21:37:04,中国河北承德,河北,承德
363879,用户38537,2020-04-25 21:39:23,中国海南海口,海南,海口
363880,用户38538,2020-04-25 21:40:51,中国吉林白山,吉林,白山
363883,用户38538,2020-05-03 13:13:12,中国吉林,吉林,
363891,用户38539,2020-04-25 21:42:25,中国黑龙江,黑龙江,
363908,用户38540,2020-04-25 21:52:16,中国广东惠州,广东,惠州
363911,用户38541,2020-04-25 21:59:25,中国辽宁大连,辽宁,大连
363914,用户38541,2020-05-22 12:14:58,中国湖北随州,湖北,随州
363916,用户38542,2020-04-25 22:02:07,中国北京,北京,
363917,用户38543,2020-04-25 22:05:13,中国贵州贵阳,贵州,贵阳
363931,用户38544,2020-04-25 22:07:38,中国广东广州,广东,广州
363934,用户38544,2020-05-01 18:17:47,中国广东,广东,
363936,用户38545,2020-04-25 22:14:38,中国山东日照,山东,日照
363941,用户38546,2020-04-25 22:20:34,中国浙江杭州,浙江,杭州
363947,用户38547,2020-04-25 22:20:40,中国云南,云南,
363948,用户38548,2020-04-25 22:20:44,中国广东,广东,
363949,用户38549,2020-04-25 22:25:20,中国四川成都,四川,成都
363953,用户38550,2020-04-25 22:34:22,中国江西,江西,
363954,用户38551,2020-04-25 22:40:59,中国广东广州,广东,广州
363962,用户38552,2020-04-25 22:45:12,中国安徽宣城,安徽,宣城
363963,用户38553,2020-04-25 23:02:23,中国贵州贵阳,贵州,贵阳
363964,用户38553,2020-04-25 23:36:37,中国贵州,贵州,
363968,用户38553,2020-05-01 15:06:41,中国贵州遵义,贵州,遵义
363971,用户38554,2020-04-25 23:08:57,中国广东深圳,广东,深圳
363975,用户38555,2020-04-25 23:39:50,中国湖北武汉,湖北,武汉
363976,用户38556,2020-04-26 01:11:57,中国广西,广西,
363980,用户38556,2020-04-29 15:46:43,中国广西贵港,广西,贵港
363987,用户38557,2020-04-26 08:30:49,中国山西临汾,山西,临汾
363988,用户38558,2020-04-26 08:36:13,中国广西贺州,广西,贺州
363989,用户38559,2020-04-26 08:59:45,中国山西长治,山西,长治
363991,用户38560,2020-04-26 09:03:38,中国山东枣庄,山东,枣庄
363996,用户38562,2020-04-26 09:17:27,中国广东佛山,广东,佛山
364018,用户38563,2020-04-26 09:27:24,中国广东,广东,
364019,用户38564,2020-04-26 09:37:56,中国广东深圳,广东,深圳
364020,用户38565,2020-04-26 09:44:51,中国山东济南,山东,济南
364021,用户38566,2020-04-26 10:06:10,中国浙江宁波,浙江,宁波
364022,用户38567,2020-04-26 10:14:20,中国安徽合肥,安徽,合肥
364028,用户38568,2020-04-26 10:45:10,中国,,
364030,用户38569,2020-04-26 11:11:29,中国广东惠州,广东,惠州
364042,用户38570,2020-04-26 11:13:50,中国山东济南,山东,济南
364043,用户38570,2020-04-28 17:28:56,中国山东淄博,山东,淄博
364044,用户38570,2020-04-28 21:33:50,中国山东,山东,
364050,用户38571,2020-04-26 11:14:43,中国四川宜宾,四川,宜宾
364051,用户38572,2020-04-26 11:51:42,中国广东江门,广东,江门
364052,用户38572,2020-05-05 11:10:20,中国广东,广东,
364054,用户38573,2020-04-26 12:04:29,中国安徽安庆,安徽,安庆
364055,用户38574,2020-04-26 12:16:50,中国山东,山东,
364057,用户38575,2020-04-26 12:17:58,中国河南安阳,河南,安阳
364059,用户38576,2020-04-26 12:27:43,中国广东汕头,广东,汕头
364065,用户38577,2020-04-26 13:40:56,中国广西贺州,广西,贺州
364066,用户38578,2020-04-26 13:42:01,中国广东深圳,广东,深圳
364071,用户38578,2020-05-07 22:25:14,中国广东,广东,
364075,用户38579,2020-04-26 13:42:59,中国广东广州,广东,广州
364082,用户38580,2020-04-26 14:30:35,中国湖南,湖南,
364085,用户38580,2020-04-29 15:01:40,中国湖南岳阳,湖南,岳阳
364088,用户38581,2020-04-26 14:47:40,中国湖北天门,湖北,天门
364089,用户38582,2020-04-26 14:53:25,中国广东深圳,广东,深圳
364090,用户38583,2020-04-26 15:13:41,中国江苏连云港,江苏,连云港
364091,用户38584,2020-04-26 15:17:36,中国广东,广东,
364095,用户38585,2020-04-26 15:25:01,中国广东深圳,广东,深圳
364100,用户38586,2020-04-26 15:31:39,中国广东深圳,广东,深圳
364102,用户38587,2020-04-26 15:39:39,中国内蒙古,内蒙古,
364104,用户38588,2020-04-26 16:14:30,中国江苏淮安,江苏,淮安
364105,用户38589,2020-04-26 16:27:51,中国福建莆田,福建,莆田
364111,用户38590,2020-04-26 16:50:19,中国广西,广西,
364112,用户38591,2020-04-26 16:50:20,中国,,
364119,用户38592,2020-04-26 17:00:53,中国黑龙江哈尔滨,黑龙江,哈尔滨
364120,用户38593,2020-04-26 17:16:48,中国山东德州,山东,德州
364121,用户38594,2020-04-26 17:19:09,中国河北秦皇岛,河北,秦皇岛
364122,用户38595,2020-04-26 17:23:26,中国江苏淮安,江苏,淮安
364123,用户38596,2020-04-27 15:46:29,中国山西,山西,
364124,用户38596,2020-04-27 18:02:06,中国山西长治,山西,长治
364126,用户38596,2020-05-01 22:22:16,中国山西临汾,山西,临汾
364130,用户38597,2020-04-27 09:32:25,中国四川宜宾,四川,宜宾
364143,用户38598,2020-04-27 09:51:24,中国湖南怀化,湖南,怀化
364155,用户38599,2020-04-27 20:36:40,中国黑龙江齐齐哈尔,黑龙江,齐齐哈尔
364156,用户38600,2020-04-27 09:30:16,中国陕西西安,陕西,西安
364161,用户38600,2020-05-06 13:54:20,中国陕西,陕西,
364167,用户38601,2020-04-27 19:43:07,中国河北沧州,河北,沧州
364202,用户38601,2020-05-28 08:41:12,中国河北,河北,
364210,用户38602,2020-04-27 09:28:38,中国湖南株洲,湖南,株洲
364234,用户38602,2020-05-19 19:11:05,中国湖南,湖南,
364240,用户38602,2020-06-02 19:14:01,中国河南三门峡,河南,三门峡
364242,用户38603,2020-04-27 09:48:11,中国河北,河北,
364243,用户38603,2020-04-27 10:21:49,中国河北沧州,河北,沧州
364263,用户38605,2020-04-26 18:25:26,中国广东,广东,
364337,用户38606,2020-04-26 18:27:29,中国广东湛江,广东,湛江
364365,用户38607,2020-05-31 10:51:35,中国广东汕头,广东,汕头
364366,用户38608,2020-04-26 18:42:32,中国广东汕尾,广东,汕尾
364371,用户38609,2020-04-26 18:45:20,中国广东清远,广东,清远
364390,用户38610,2020-04-26 22:24:35,中国广东汕头,广东,汕头
364392,用户38611,2020-04-26 23:49:52,中国广东,广东,
364393,用户38611,2020-05-11 17:27:12,中国广东惠州,广东,惠州
364411,用户38612,2020-04-26 17:57:47,中国广东汕头,广东,汕头
364459,用户38613,2020-04-26 17:49:22,中国广东汕头,广东,汕头
364505,用户38614,2020-04-26 17:50:19,中国广东广州,广东,广州
364509,用户38614,2020-05-13 09:32:40,中国广东,广东,
364511,用户38614,2020-05-14 11:23:10,中国广东深圳,广东,深圳
364540,用户38615,2020-04-27 12:02:38,中国广东汕头,广东,汕头
364546,用户38615,2020-05-15 20:54:54,中国广东,广东,
364564,用户38616,2020-04-26 18:12:50,中国广东阳江,广东,阳江
364570,用户38617,2020-04-26 18:23:40,中国广东惠州,广东,惠州
364608,用户38618,2020-05-15 17:11:11,中国江西赣州,江西,赣州
364619,用户38619,2020-04-26 19:35:07,中国广东湛江,广东,湛江
364684,用户38621,2020-04-26 18:42:04,中国广东潮州,广东,潮州
364687,用户38622,2020-04-26 18:43:17,中国广东梅州,广东,梅州
364711,用户38622,2020-06-09 21:39:39,中国广东潮州,广东,潮州
364712,用户38623,2020-04-26 18:40:31,中国湖南衡阳,湖南,衡阳
364714,用户38624,2020-04-26 18:53:29,中国广东,广东,
364739,用户38624,2020-05-12 22:15:10,中国广东广州,广东,广州
364757,用户38627,2020-05-07 11:24:32,中国重庆,重庆,
364758,用户38627,2020-05-10 10:11:19,中国广西柳州,广西,柳州
364818,用户38627,2020-06-04 22:52:42,中国,,
364832,用户38627,2020-06-16 12:57:12,中国广西南宁,广西,南宁
364837,用户38628,2020-05-07 10:11:58,中国广西贺州,广西,贺州
364838,用户38628,2020-05-11 09:28:39,中国广西柳州,广西,柳州
364876,用户38629,2020-05-07 10:13:56,中国广西梧州,广西,梧州
364877,用户38629,2020-05-09 07:56:52,中国广西柳州,广西,柳州
364922,用户38630,2020-05-10 08:13:01,中国广西柳州,广西,柳州
364959,用户38630,2020-06-13 21:20:20,中国广西,广西,
364966,用户38631,2020-05-07 10:57:57,中国广西玉林,广西,玉林
364967,用户38631,2020-05-11 09:51:35,中国广西柳州,广西,柳州
365003,用户38632,2020-05-11 09:54:14,中国广西柳州,广西,柳州
365034,用户38632,2020-06-03 23:16:12,中国广西,广西,
365042,用户38632,2020-06-16 12:58:06,中国广西南宁,广西,南宁
365044,用户38633,2020-05-07 10:42:51,中国广西崇左,广西,崇左
365045,用户38633,2020-05-09 08:22:25,中国广西柳州,广西,柳州
365077,用户38634,2020-05-07 10:30:49,中国广西南宁,广西,南宁
365080,用户38634,2020-05-09 18:05:57,中国广西柳州,广西,柳州
365096,用户38634,2020-05-19 10:21:29,中国广西,广西,
365139,用户38635,2020-05-11 11:31:35,中国广西,广西,
365140,用户38635,2020-05-11 12:03:28,中国广西柳州,广西,柳州
365179,用户38636,2020-05-07 11:08:53,中国广西南宁,广西,南宁
365182,用户38636,2020-05-11 11:41:57,中国广西柳州,广西,柳州
365212,用户38637,2020-05-07 14:51:09,中国广西桂林,广西,桂林
365213,用户38637,2020-05-08 14:14:55,中国广西柳州,广西,柳州
365245,用户38638,2020-05-07 11:34:40,中国广东,广东,
365247,用户38638,2020-05-11 02:38:45,中国广西柳州,广西,柳州
365278,用户38639,2020-05-07 10:01:25,中国广西,广西,
365279,用户38639,2020-05-09 18:07:44,中国广西南宁,广西,南宁
365280,用户38639,2020-05-12 08:58:54,中国广西柳州,广西,柳州
365316,用户38640,2020-05-10 11:18:02,中国广西,广西,
365317,用户38640,2020-05-11 09:28:45,中国广西柳州,广西,柳州
365340,用户38642,2020-05-11 11:31:08,中国广西南宁,广西,南宁
365341,用户38642,2020-05-12 14:35:55,中国广西柳州,广西,柳州
365343,用户38642,2020-05-20 09:04:51,中国广西,广西,
365365,用户38643,2020-05-11 09:52:24,中国广西柳州,广西,柳州
365372,用户38643,2020-05-21 16:51:59,中国广东深圳,广东,深圳
365397,用户38644,2020-05-07 11:32:42,中国,,
365398,用户38644,2020-05-09 18:02:55,中国广西柳州,广西,柳州
365421,用户38645,2020-05-11 11:29:53,中国,,
365422,用户38645,2020-05-11 15:14:08,中国广西柳州,广西,柳州
365458,用户38646,2020-05-07 14:31:41,中国,,
365459,用户38646,2020-05-11 09:16:17,中国广西柳州,广西,柳州
365502,用户38647,2020-05-11 09:56:52,中国广西柳州,广西,柳州
365518,用户38648,2020-05-09 08:38:35,中国广西,广西,
365521,用户38648,2020-05-12 08:48:16,中国广西柳州,广西,柳州
365551,用户38649,2020-05-07 10:51:48,中国广西梧州,广西,梧州
365552,用户38649,2020-05-11 09:55:58,中国广西柳州,广西,柳州
365582,用户38650,2020-05-13 10:23:05,中国,,
365583,用户38650,2020-05-19 10:14:06,中国广西柳州,广西,柳州
365610,用户38651,2020-05-07 09:43:18,中国广西贵港,广西,贵港
365611,用户38651,2020-05-09 13:53:25,中国广西柳州,广西,柳州
365660,用户38652,2020-05-11 08:49:11,中国广西柳州,广西,柳州
365691,用户38653,2020-05-07 14:00:44,中国广西北海,广西,北海
365692,用户38653,2020-05-12 09:15:54,中国广西柳州,广西,柳州
365709,用户38656,2020-05-11 09:56:46,中国广西柳州,广西,柳州
365711,用户38657,2020-05-11 10:06:21,中国广西柳州,广西,柳州
365717,用户38658,2020-05-11 09:53:31,中国广西柳州,广西,柳州
365749,用户38659,2020-05-07 11:39:26,中国广西,广西,
365750,用户38660,2020-05-11 09:52:22,中国广西柳州,广西,柳州
365752,用户38660,2020-05-12 08:58:58,中国广西钦州,广西,钦州
365784,用户38661,2020-04-27 09:31:22,中国河北保定,河北,保定
365790,用户38661,2020-05-03 13:13:03,中国河北,河北,
365802,用户38662,2020-05-07 11:13:26,中国,,
365805,用户38662,2020-05-11 11:32:44,中国广西柳州,广西,柳州
365850,用户38663,2020-05-07 11:08:20,中国广西贺州,广西,贺州
365851,用户38663,2020-05-09 08:34:21,中国广西柳州,广西,柳州
365884,用户38664,2020-04-26 17:45:38,中国山东德州,山东,德州
365885,用户38665,2020-06-04 09:04:41,中国,,
365891,用户38665,2020-06-13 11:32:36,中国陕西西安,陕西,西安
365895,用户38665,2020-06-15 20:37:34,中国河北廊坊,河北,廊坊
365898,用户38667,2020-06-13 09:54:19,中国河北保定,河北,保定
365905,用户38668,2020-06-12 09:13:15,中国北京,北京,
365911,用户38668,2020-06-15 01:29:44,中国甘肃,甘肃,
365916,用户38669,2020-06-01 09:31:14,中国山西,山西,
365924,用户38670,2020-06-04 00:29:19,中国北京,北京,
365925,用户38670,2020-06-09 20:13:02,中国河北廊坊,河北,廊坊
365927,用户38671,2020-06-04 14:24:23,中国江苏苏州,江苏,苏州
365950,用户38672,2020-06-09 22:26:15,中国河北石家庄,河北,石家庄
365958,用户38672,2020-06-15 16:26:18,中国,,
365961,用户38673,2020-06-13 10:05:50,中国宁夏银川,宁夏,银川
365966,用户38674,2020-06-04 12:04:19,中国河北张家口,河北,张家口
365970,用户38675,2020-06-01 19:27:13,中国广西钦州,广西,钦州
365971,用户38676,2020-06-11 09:29:51,中国北京,北京,
365988,用户38677,2020-06-01 10:28:18,中国,,
365993,用户38677,2020-06-06 17:46:36,中国湖北荆门,湖北,荆门
366001,用户38678,2020-06-02 14:37:45,中国安徽淮南,安徽,淮南
366002,用户38678,2020-06-03 07:33:01,中国安徽,安徽,
366036,用户38679,2020-06-14 21:06:02,中国内蒙古包头,内蒙古,包头
366038,用户38680,2020-06-17 09:28:44,中国河南周口,河南,周口
366039,用户38681,2020-06-01 09:36:51,中国重庆,重庆,
366040,用户38682,2020-06-01 09:25:02,中国广西梧州,广西,梧州
366043,用户38684,2020-06-01 11:28:15,中国重庆,重庆,
366044,用户38684,2020-06-04 11:39:45,中国,,
366062,用户38686,2020-06-01 14:09:00,中国河北石家庄,河北,石家庄
366070,用户38687,2020-06-01 13:50:11,中国山西晋中,山西,晋中
366084,用户38688,2020-06-01 11:24:12,中国山西临汾,山西,临汾
366099,用户38689,2020-06-01 09:34:25,中国山东烟台,山东,烟台
366102,用户38690,2020-06-13 13:18:14,中国河北张家口,河北,张家口
366108,用户38691,2020-06-01 13:19:05,中国内蒙古赤峰,内蒙古,赤峰
366120,用户38692,2020-06-13 17:59:10,中国贵州黔西南布依族苗族自治州,贵州,黔西南布依族苗族自治州
366123,用户38693,2020-06-15 08:42:05,中国河南濮阳,河南,濮阳
366128,用户38694,2020-06-01 10:05:53,中国广西梧州,广西,梧州
366134,用户38695,2020-06-01 10:02:36,中国北京,北京,
366161,用户38695,2020-06-16 11:06:48,中国四川成都,四川,成都
366173,用户38698,2020-06-01 09:29:42,中国贵州铜仁,贵州,铜仁
366189,用户38700,2020-06-16 17:43:01,中国宁夏吴忠,宁夏,吴忠
366190,用户38702,2020-06-02 00:38:58,中国甘肃,甘肃,
366191,用户38703,2020-06-15 16:40:35,中国重庆,重庆,
366192,用户38704,2020-06-05 22:11:35,中国湖南,湖南,
366199,用户38707,2020-06-01 09:40:42,中国安徽宣城,安徽,宣城
366203,用户38708,2020-06-01 12:12:59,中国河北石家庄,河北,石家庄
366206,用户38709,2020-06-16 14:04:28,中国安徽合肥,安徽,合肥
366207,用户38709,2020-06-17 17:35:29,中国安徽,安徽,
366208,用户38710,2020-04-26 18:02:39,中国贵州遵义,贵州,遵义
366209,用户38711,2020-04-26 18:09:01,中国广东茂名,广东,茂名
366211,用户38711,2020-04-27 23:53:11,中国广东,广东,
366217,用户38711,2020-05-03 20:07:19,中国广东广州,广东,广州
366219,用户38712,2020-04-26 18:13:20,中国湖北武汉,湖北,武汉
366220,用户38713,2020-04-26 18:18:30,中国辽宁本溪,辽宁,本溪
366221,用户38714,2020-04-26 18:29:22,中国广东广州,广东,广州
366232,用户38715,2020-04-26 18:50:08,中国北京,北京,
